num,issn,score,name
1417,0000-0000,4.600,Evolution Letters
1418,0889-3365,4.600,NBER Macroeconomics Annual
1419,0884-8734,4.597,JOURNAL OF GENERAL INTERNAL MEDICINE
1420,1868-5137,4.594,Journal of Ambient Intelligence and Humanized Computing
1421,1072-7515,4.590,JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS
1422,1477-8939,4.589,Travel Medicine and Infectious Disease
1423,0000-0000,4.584,Blood Advances
1424,0000-0000,4.583,Advances in Nano Research
1425,0883-0185,4.580,INTERNATIONAL REVIEWS OF IMMUNOLOGY
1426,0000-0000,4.578,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME
1427,1612-4758,4.578,JOURNAL OF PEST SCIENCE
1428,0000-0000,4.577,Big Data & Society
1429,0951-7375,4.577,CURRENT OPINION IN INFECTIOUS DISEASES
1430,2214-7993,4.577,Current Opinion in Food Science
1431,0020-7543,4.577,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH
1432,0000-0000,4.577,NEW MEDIA & SOCIETY
1433,0000-0000,4.577,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT
1434,0000-0000,4.577,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT
1435,1069-031X,4.575,JOURNAL OF INTERNATIONAL MARKETING
1436,0000-0000,4.574,IEEE Transactions on Cognitive Communications and Networking
1437,0021-9533,4.573,JOURNAL OF CELL SCIENCE
1438,0010-2180,4.570,COMBUSTION AND FLAME
1439,1527-6465,4.570,LIVER TRANSPLANTATION
1440,0308-0110,4.570,MEDICAL EDUCATION
1441,1040-8347,4.568,CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY
1442,2214-5745,4.565,Current Opinion in Insect Science
1443,0000-0000,4.559,Information Communication & Society
1444,1077-2626,4.558,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS
1445,1422-0067,4.556,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES
1446,0021-8790,4.554,JOURNAL OF ANIMAL ECOLOGY
1447,1387-1811,4.551,MICROPOROUS AND MESOPOROUS MATERIALS
1448,1549-9596,4.549,Journal of Chemical Information and Modeling
1449,0000-0000,4.547,JOURNAL OF PHYSIOLOGY-LONDON
1450,2072-6643,4.546,Nutrients
1451,0000-0000,4.545,BIOMEDICINE & PHARMACOTHERAPY
1452,0000-0000,4.543,APOPTOSIS
1453,1535-3958,4.542,Corporate Social Responsibility and Environmental Management
1454,1523-3812,4.539,Current Psychiatry Reports
1455,1523-3812,4.539,Current Psychiatry Reports
1456,0000-0000,4.536,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY
1457,0929-1903,4.534,CANCER GENE THERAPY
1458,0000-0000,4.534,Circulation-Cardiovascular Genetics
1459,0000-0000,4.533,Molecular Therapy-Methods & Clinical Development
1460,1774-0746,4.531,Agronomy for Sustainable Development
1461,0931-0509,4.531,NEPHROLOGY DIALYSIS TRANSPLANTATION
1462,0002-9343,4.529,AMERICAN JOURNAL OF MEDICINE
1463,0000-0000,4.528,Biofuels Bioproducts & Biorefining-Biofpr
1464,0002-9262,4.526,AMERICAN JOURNAL OF EPIDEMIOLOGY
1465,0167-4730,4.522,STRUCTURAL SAFETY
1466,0000-0000,4.519,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS
1467,1351-5101,4.516,EUROPEAN JOURNAL OF NEUROLOGY
1468,0269-9370,4.511,AIDS
1469,2072-4292,4.509,Remote Sensing
1470,0000-0000,4.508,SOCIOLOGICAL METHODS & RESEARCH
1471,0885-8969,4.501,IEEE TRANSACTIONS ON ENERGY CONVERSION
1472,0022-538X,4.501,JOURNAL OF VIROLOGY
1473,0065-2687,4.500,Advances in Geophysics
1474,0005-7967,4.500,BEHAVIOUR RESEARCH AND THERAPY
1475,0265-0215,4.500,EUROPEAN JOURNAL OF ANAESTHESIOLOGY
1476,0144-235X,4.500,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY
1477,0022-1694,4.500,JOURNAL OF HYDROLOGY
1478,0893-7648,4.500,MOLECULAR NEUROBIOLOGY
1479,1270-9638,4.499,AEROSPACE SCIENCE AND TECHNOLOGY
1480,0260-8774,4.499,JOURNAL OF FOOD ENGINEERING
1481,0094-8276,4.497,GEOPHYSICAL RESEARCH LETTERS
1482,0109-5641,4.495,DENTAL MATERIALS
1483,0955-2219,4.495,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY
1484,2405-6545,4.492,Animal Nutrition
1485,2303-9027,4.489,Endoscopic Ultrasound
1486,0000-0000,4.489,Journal of Hospitality Marketing & Management
1487,1873-5061,4.489,Stem Cell Research
1488,0009-2673,4.488,BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN
1489,1948-7193,4.486,ACS Chemical Neuroscience
1490,0930-7575,4.486,CLIMATE DYNAMICS
1491,1582-1838,4.486,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE
1492,0266-4658,4.485,ECONOMIC POLICY
1493,0000-0000,4.483,Cambridge Journal of Regions Economy and Society
1494,0022-2275,4.483,JOURNAL OF LIPID RESEARCH
1495,1550-7033,4.483,Journal of Biomedical Nanotechnology
1496,0921-8009,4.482,ECOLOGICAL ECONOMICS
1497,0921-8009,4.482,ECOLOGICAL ECONOMICS
1498,0883-6612,4.480,ANNALS OF BEHAVIORAL MEDICINE
1499,0000-0000,4.477,Innovative Food Science & Emerging Technologies
1500,0000-0000,4.476,Digital Journalism
1501,0000-0000,4.476,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery
1502,0046-1520,4.475,EDUCATIONAL PSYCHOLOGIST
1503,0000-0000,4.473,ACS Applied Energy Materials
1504,2212-6864,4.473,Physics of the Dark Universe
1505,2045-8118,4.470,Fluids and Barriers of the CNS
1506,0300-9440,4.469,PROGRESS IN ORGANIC COATINGS
1507,0924-9338,4.464,EUROPEAN PSYCHIATRY
1508,0924-9338,4.464,EUROPEAN PSYCHIATRY
1509,1759-8478,4.460,Journal of NeuroInterventional Surgery
1510,0272-8087,4.457,SEMINARS IN LIVER DISEASE
1511,1385-2256,4.454,PRECISION AGRICULTURE
1512,0000-0000,4.452,Geochemical Perspectives Letters
1513,0022-5223,4.451,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY
1514,0000-0000,4.451,Wiley Interdisciplinary Reviews-Water
1515,0886-7798,4.450,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY
1516,0921-8181,4.448,GLOBAL AND PLANETARY CHANGE
1517,0000-0000,4.447,iScience
1518,0955-3959,4.444,INTERNATIONAL JOURNAL OF DRUG POLICY
1519,0040-5752,4.439,THEORETICAL AND APPLIED GENETICS
1520,0925-2312,4.438,NEUROCOMPUTING
1521,1554-8929,4.434,ACS Chemical Biology
1522,0269-8463,4.434,FUNCTIONAL ECOLOGY
1523,0000-0000,4.433,Journal of Personalized Medicine
1524,0028-3908,4.431,NEUROPHARMACOLOGY
1525,0000-0000,4.427,JOURNAL OF MOLECULAR MEDICINE-JMM
1526,0301-9268,4.427,PRECAMBRIAN RESEARCH
1527,1554-351X,4.425,Behavior Research Methods
1528,0018-9294,4.424,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING
1529,1065-9471,4.421,HUMAN BRAIN MAPPING
1530,1999-4923,4.421,Pharmaceutics
1531,0749-3797,4.420,AMERICAN JOURNAL OF PREVENTIVE MEDICINE
1532,0749-3797,4.420,AMERICAN JOURNAL OF PREVENTIVE MEDICINE
1533,0018-9162,4.419,COMPUTER
1534,0950-0618,4.419,CONSTRUCTION AND BUILDING MATERIALS
1535,0307-0565,4.419,INTERNATIONAL JOURNAL OF OBESITY
1536,1536-1268,4.418,IEEE PERVASIVE COMPUTING
1537,1650-6073,4.413,COGNITIVE BEHAVIOUR THERAPY
1538,0000-0000,4.411,ACS Synthetic Biology
1539,0000-0000,4.406,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY
1540,0012-1622,4.406,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY
1541,1562-2479,4.406,International Journal of Fuzzy Systems
1542,0014-2980,4.404,EUROPEAN JOURNAL OF IMMUNOLOGY
1543,1664-462X,4.402,Frontiers in Plant Science
1544,1229-9367,4.394,STEEL AND COMPOSITE STRUCTURES
1545,0000-0000,4.393,Circulation-Arrhythmia and Electrophysiology
1546,0951-7367,4.392,CURRENT OPINION IN PSYCHIATRY
1547,0951-7367,4.392,CURRENT OPINION IN PSYCHIATRY
1548,0000-0000,4.392,Diabetes Technology & Therapeutics
1549,1742-464X,4.392,FEBS Journal
1550,0960-3166,4.391,REVIEWS IN FISH BIOLOGY AND FISHERIES
1551,0000-0000,4.389,COLLOIDS AND SURFACES B-BIOINTERFACES
1552,1434-6044,4.389,EUROPEAN PHYSICAL JOURNAL C
1553,0033-5770,4.389,QUARTERLY REVIEW OF BIOLOGY
1554,0000-0000,4.387,BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY
1555,1472-4677,4.385,Geobiology
1556,1948-5506,4.385,Social Psychological and Personality Science
1557,0000-0000,4.384,PHYSICS LETTERS B
1558,0165-1684,4.384,SIGNAL PROCESSING
1559,0933-3657,4.383,ARTIFICIAL INTELLIGENCE IN MEDICINE
1560,0000-0000,4.383,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY
1561,0000-0000,4.382,JOURNAL OF PSYCHIATRY & NEUROSCIENCE
1562,0000-0000,4.382,JOURNAL OF PSYCHIATRY & NEUROSCIENCE
1563,0037-1963,4.379,SEMINARS IN HEMATOLOGY
1564,0340-6245,4.379,THROMBOSIS AND HAEMOSTASIS
1565,1528-4042,4.376,Current Neurology and Neuroscience Reports
1566,0000-0000,4.375,Biotechnology & Genetic Engineering Reviews
1567,1179-1608,4.375,Nature and Science of Sleep
1568,2214-9929,4.375,Sustainable Materials and Technologies
1569,0018-926X,4.371,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION
1570,0142-1123,4.369,INTERNATIONAL JOURNAL OF FATIGUE
1571,1525-8610,4.367,Journal of the American Medical Directors Association
1572,0000-0000,4.366,Cells
1573,1476-0584,4.362,Expert Review of Vaccines
1574,1663-4365,4.362,Frontiers in Aging Neuroscience
1575,0000-0000,4.361,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY
1576,0000-0000,4.357,Nutrition & Diabetes
1577,0032-7786,4.357,PRESLIA
1578,0000-0000,4.352,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE
1579,1861-1125,4.350,Acta Geotechnica
1580,0000-0000,4.350,NeuroImage-Clinical
1581,1548-3568,4.348,Current HIV/AIDS Reports
1582,0197-4580,4.347,NEUROBIOLOGY OF AGING
1583,0034-6535,4.345,REVIEW OF ECONOMICS AND STATISTICS
1584,0166-445X,4.344,AQUATIC TOXICOLOGY
1585,0000-0000,4.344,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION
1586,1478-811X,4.344,Cell Communication and Signaling
1587,0176-3679,4.340,PHARMACOPSYCHIATRY
1588,0022-3263,4.335,JOURNAL OF ORGANIC CHEMISTRY
1589,0341-8162,4.333,CATENA
1590,1388-2481,4.333,ELECTROCHEMISTRY COMMUNICATIONS
1591,0171-8177,4.333,ENTOMOLOGIA GENERALIS
1592,1461-1457,4.333,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY
1593,0009-921X,4.329,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH
1594,0953-6205,4.329,European Journal of Internal Medicine
1595,1942-2466,4.327,Journal of Advances in Modeling Earth Systems
1596,1464-6722,4.326,MOLECULAR PLANT PATHOLOGY
1597,1673-7067,4.326,Neuroscience Bulletin
1598,0000-0000,4.325,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY
1599,0000-0000,4.324,Nanomaterials
1600,0000-0000,4.323,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS
1601,0026-4598,4.323,MINERALIUM DEPOSITA
1602,1543-8384,4.321,MOLECULAR PHARMACEUTICS
1603,0964-4016,4.320,ENVIRONMENTAL POLITICS
1604,1355-8382,4.320,RNA
1605,0020-2754,4.320,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS
1606,1568-4539,4.319,Fuzzy Optimization and Decision Making
1607,0065-2725,4.313,Advances in Heterocyclic Chemistry
1608,0000-0000,4.313,JMIR mHealth and uHealth
1609,0956-5515,4.311,JOURNAL OF INTELLIGENT MANUFACTURING
1610,1365-7852,4.311,PROSTATE CANCER AND PROSTATIC DISEASES
1611,0197-3975,4.310,HABITAT INTERNATIONAL
1612,0043-1397,4.309,WATER RESOURCES RESEARCH
1613,0378-4290,4.308,FIELD CROPS RESEARCH
1614,0948-3349,4.307,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT
1615,2193-8229,4.307,Infectious Diseases and Therapy
1616,0000-0000,4.306,Bone & Joint Journal
1617,0000-0000,4.306,GLOBAL CHALLENGES
1618,0003-2999,4.305,ANESTHESIA AND ANALGESIA
1619,0019-0578,4.305,ISA TRANSACTIONS
1620,0047-6374,4.304,MECHANISMS OF AGEING AND DEVELOPMENT
1621,0000-0000,4.304,npj Schizophrenia
1622,0925-5214,4.303,POSTHARVEST BIOLOGY AND TECHNOLOGY
1623,1001-0742,4.302,Journal of Environmental Sciences
1624,2213-3437,4.300,Journal of Environmental Chemical Engineering
1625,1743-5889,4.300,Nanomedicine
1626,1568-7767,4.298,PHYTOCHEMISTRY REVIEWS
1627,0733-8724,4.288,JOURNAL OF LIGHTWAVE TECHNOLOGY
1628,0142-6001,4.286,APPLIED LINGUISTICS
1629,1424-8247,4.286,Pharmaceuticals
1630,0000-0000,4.282,mSphere
1631,0022-3166,4.281,JOURNAL OF NUTRITION
1632,0000-0000,4.281,M&SOM-Manufacturing & Service Operations Management
1633,0000-0000,4.281,M&SOM-Manufacturing & Service Operations Management
1634,0000-0000,4.280,BMJ Global Health
1635,0000-0000,4.280,BMJ Global Health
1636,0000-0000,4.279,Journal of Destination Marketing & Management
1637,0000-0000,4.275,Wiley Interdisciplinary Reviews-Systems Biology and Medicine
1638,1043-0342,4.273,HUMAN GENE THERAPY
1639,0143-8166,4.273,OPTICS AND LASERS IN ENGINEERING
1640,0092-5853,4.271,AMERICAN JOURNAL OF POLITICAL SCIENCE
1641,0028-3835,4.271,NEUROENDOCRINOLOGY
1642,0301-679X,4.271,TRIBOLOGY INTERNATIONAL
1643,1546-1440,4.268,Journal of the American College of Radiology
1644,0944-7113,4.268,PHYTOMEDICINE
1645,0041-1337,4.264,TRANSPLANTATION
1646,1078-0998,4.261,INFLAMMATORY BOWEL DISEASES
1647,1754-0739,4.258,Emotion Review
1648,0956-7135,4.258,FOOD CONTROL
1649,1555-8932,4.258,Genes and Nutrition
1650,1040-8444,4.257,CRITICAL REVIEWS IN TOXICOLOGY
1651,2040-6223,4.257,Therapeutic Advances in Chronic Disease
1652,0957-9672,4.254,CURRENT OPINION IN LIPIDOLOGY
1653,0000-0000,4.253,Communications Chemistry
1654,1559-2294,4.251,Epigenetics
1655,1697-2600,4.250,International Journal of Clinical and Health Psychology
1656,0000-0000,4.250,Publications Mathematiques de l IHES
1657,1051-0761,4.248,ECOLOGICAL APPLICATIONS
1658,2214-2894,4.244,Food Packaging and Shelf Life
1659,0926-6690,4.244,INDUSTRIAL CROPS AND PRODUCTS
1660,0000-0000,4.241,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
1661,0021-9258,4.238,JOURNAL OF BIOLOGICAL CHEMISTRY
1662,0000-0000,4.237,Epigenetics & Chromatin
1663,0730-2312,4.237,JOURNAL OF CELLULAR BIOCHEMISTRY
1664,0000-0000,4.235,Advances In Atomic Molecular and Optical Physics
1665,1664-302X,4.235,Frontiers in Microbiology
1666,0168-8227,4.234,DIABETES RESEARCH AND CLINICAL PRACTICE
1667,1047-1987,4.232,POLITICAL ANALYSIS
1668,1089-7801,4.231,IEEE INTERNET COMPUTING
1669,0032-3861,4.231,POLYMER
1670,1470-160X,4.229,ECOLOGICAL INDICATORS
1671,0000-0000,4.226,Science China-Physics Mechanics & Astronomy
1672,1663-9812,4.225,Frontiers in Pharmacology
1673,0000-0000,4.222,Evolution Medicine and Public Health
1674,0737-0024,4.222,HUMAN-COMPUTER INTERACTION
1675,0741-3106,4.221,IEEE ELECTRON DEVICE LETTERS
1676,1471-9037,4.221,Public Management Review
1677,1052-9276,4.221,REVIEWS IN MEDICAL VIROLOGY
1678,0969-6989,4.219,Journal of Retailing and Consumer Services
1679,1465-3249,4.218,CYTOTHERAPY
1680,0921-8831,4.217,ADVANCED POWDER TECHNOLOGY
1681,0954-7894,4.217,CLINICAL AND EXPERIMENTAL ALLERGY
1682,0300-9572,4.215,RESUSCITATION
1683,0000-0000,4.214,Alcohol Research-Current Reviews
1684,0377-2217,4.213,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
1685,0093-7754,4.213,SEMINARS IN ONCOLOGY
1686,0308-521X,4.212,AGRICULTURAL SYSTEMS
1687,0000-0000,4.212,Elementa-Science of the Anthropocene
1688,0969-0239,4.210,CELLULOSE
1689,0032-1052,4.209,PLASTIC AND RECONSTRUCTIVE SURGERY
1690,1350-7540,4.207,CURRENT OPINION IN NEUROLOGY
1691,1432-9840,4.207,ECOSYSTEMS
1692,0160-6689,4.204,JOURNAL OF CLINICAL PSYCHIATRY
1693,0160-6689,4.204,JOURNAL OF CLINICAL PSYCHIATRY
1694,1674-9871,4.202,Geoscience Frontiers
1695,0952-1976,4.201,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE
1696,1387-6473,4.200,NEW ASTRONOMY REVIEWS
1697,0023-6837,4.197,LABORATORY INVESTIGATION
1698,0887-378X,4.195,MILBANK QUARTERLY
1699,0887-378X,4.195,MILBANK QUARTERLY
1700,0039-6257,4.195,SURVEY OF OPHTHALMOLOGY
1701,0000-0000,4.194,Physical Review Applied
1702,0021-8561,4.192,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY
1703,0960-1643,4.190,BRITISH JOURNAL OF GENERAL PRACTICE
1704,0306-9192,4.189,FOOD POLICY
1705,0306-9192,4.189,FOOD POLICY
1706,1932-7447,4.189,Journal of Physical Chemistry C
1707,0000-0000,4.188,Frontiers in Molecular Biosciences
1708,1350-1917,4.188,INFORMATION SYSTEMS JOURNAL
1709,1865-1674,4.188,Transboundary and Emerging Diseases
1710,0168-1605,4.187,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY
1711,1475-2859,4.187,Microbial Cell Factories
1712,0929-8673,4.184,CURRENT MEDICINAL CHEMISTRY
1713,0003-0554,4.183,AMERICAN POLITICAL SCIENCE REVIEW
1714,1742-4690,4.183,Retrovirology
1715,0002-8614,4.180,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY
1716,0002-8614,4.180,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY
1717,1350-1763,4.177,JOURNAL OF EUROPEAN PUBLIC POLICY
1718,1181-8700,4.176,ENVIRONMENTAL REVIEWS
1719,1475-2867,4.175,Cancer Cell International
1720,1477-9226,4.174,DALTON TRANSACTIONS
1721,0000-0000,4.171,Food & Function
1722,0000-0000,4.171,International Journal of Precision Engineering and Manufacturing-Green Technology
1723,0263-6352,4.171,JOURNAL OF HYPERTENSION
1724,1096-7192,4.170,MOLECULAR GENETICS AND METABOLISM
1725,1759-0914,4.167,ASN Neuro
1726,1674-9782,4.167,Journal of Animal Science and Biotechnology
1727,0000-0000,4.165,Communications Biology
1728,1562-2975,4.164,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY
1729,2352-250X,4.162,Current Opinion in Psychology
1730,0000-0000,4.162,International Data Privacy Law
1731,0168-2563,4.161,BIOGEOCHEMISTRY
1732,1868-6974,4.160,Journal of Hepato-Biliary-Pancreatic Sciences
1733,0000-0000,4.157,Allergy Asthma & Immunology Research
1734,1538-7933,4.157,JOURNAL OF THROMBOSIS AND HAEMOSTASIS
1735,0740-0020,4.155,FOOD MICROBIOLOGY
1736,0000-0000,4.154,ChemElectroChem
1737,0002-8703,4.153,AMERICAN HEART JOURNAL
1738,0000-0000,4.152,ACS Biomaterials Science & Engineering
1739,0000-0000,4.152,Microorganisms
1740,1537-1891,4.152,VASCULAR PHARMACOLOGY
1741,0000-0000,4.151,INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES
1742,2212-2672,4.151,Journal of the Academy of Nutrition and Dietetics
1743,0038-0121,4.149,SOCIO-ECONOMIC PLANNING SCIENCES
1744,0038-0121,4.149,SOCIO-ECONOMIC PLANNING SCIENCES
1745,0031-9317,4.148,PHYSIOLOGIA PLANTARUM
1746,8756-3282,4.147,BONE
1747,1368-3500,4.147,Current Issues in Tourism
1748,0892-9912,4.147,JOURNAL OF TECHNOLOGY TRANSFER
1749,0032-5910,4.142,POWDER TECHNOLOGY
1750,0167-4544,4.141,JOURNAL OF BUSINESS ETHICS
1751,1741-2560,4.141,Journal of Neural Engineering
1752,0723-2632,4.140,ROCK MECHANICS AND ROCK ENGINEERING
1753,0736-5853,4.139,TELEMATICS AND INFORMATICS
1754,0000-0000,4.135,COMPUTERS & INDUSTRIAL ENGINEERING
1755,0000-0000,4.135,Chinese Journal of Cancer Research
1756,0195-9255,4.135,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW
1757,0165-0009,4.134,CLIMATIC CHANGE
1758,1051-8215,4.133,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY
1759,0022-2828,4.133,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY
1760,0969-7128,4.128,GENE THERAPY
1761,0000-0000,4.127,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH
1762,0000-0000,4.127,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH
1763,2110-5820,4.124,Annals of Intensive Care
1764,1059-7794,4.124,HUMAN MUTATION
1765,1479-5876,4.124,Journal of Translational Medicine
1766,2235-2988,4.123,Frontiers in Cellular and Infection Microbiology
1767,1355-6215,4.121,ADDICTION BIOLOGY
1768,0378-3839,4.119,COASTAL ENGINEERING
1769,1007-5704,4.115,Communications in Nonlinear Science and Numerical Simulation
1770,0000-0000,4.115,Molecular Therapy-Oncolytics
1771,0000-0000,4.114,Cell Death Discovery
1772,8755-9129,4.113,FOOD REVIEWS INTERNATIONAL
1773,1557-1890,4.113,Journal of Neuroimmune Pharmacology
1774,1750-1911,4.112,Epigenomics
1775,0000-0000,4.112,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION
1776,0000-0000,4.112,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION
1777,1524-9557,4.110,JOURNAL OF IMMUNOTHERAPY
1778,0043-1648,4.108,WEAR
1779,0000-0000,4.105,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH
1780,0925-7535,4.105,SAFETY SCIENCE
1781,0000-0000,4.103,ARTHRITIS RESEARCH & THERAPY
1782,0166-3542,4.101,ANTIVIRAL RESEARCH
1783,0938-7994,4.101,EUROPEAN RADIOLOGY
1784,1749-7922,4.100,World Journal of Emergency Surgery
1785,0300-483X,4.099,TOXICOLOGY
1786,0264-6021,4.097,BIOCHEMICAL JOURNAL
1787,0000-0000,4.097,Journal of Travel & Tourism Marketing
1788,2218-1989,4.097,Metabolites
1789,1473-7159,4.096,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS
1790,1076-1551,4.096,MOLECULAR MEDICINE
1791,0000-0000,4.095,Bio-Design and Manufacturing
1792,0000-0000,4.094,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE
1793,0000-0000,4.093,IEEE Power & Energy Magazine
1794,0000-0000,4.092,Foods
1795,1531-1074,4.091,ASTROBIOLOGY
1796,0000-0000,4.089,CRYSTAL GROWTH & DESIGN
1797,2211-3398,4.088,Current Opinion in Chemical Engineering
1798,1540-1960,4.088,MIS Quarterly Executive
1799,0951-418X,4.087,PHYTOTHERAPY RESEARCH
1800,1526-6125,4.086,Journal of Manufacturing Processes
1801,2076-393X,4.086,Vaccines
1802,0000-0000,4.082,Biomolecules
1803,0968-0802,4.082,SUSTAINABLE DEVELOPMENT
1804,0049-4488,4.082,TRANSPORTATION
1805,0049-4488,4.082,TRANSPORTATION
1806,1016-8478,4.081,MOLECULES AND CELLS
1807,0000-0000,4.079,NICOTINE & TOBACCO RESEARCH
1808,0000-0000,4.079,NICOTINE & TOBACCO RESEARCH
1809,0008-8749,4.078,CELLULAR IMMUNOLOGY
1810,0000-0000,4.077,Journal of Nanostructure in Chemistry
1811,1053-4296,4.076,SEMINARS IN RADIATION ONCOLOGY
1812,0001-8791,4.075,JOURNAL OF VOCATIONAL BEHAVIOR
1813,0000-0000,4.074,Business & Society
1814,0000-0000,4.074,CNS Neuroscience & Therapeutics
1815,0000-0000,4.074,INTERNATIONAL BIODETERIORATION & BIODEGRADATION
1816,1535-3893,4.074,JOURNAL OF PROTEOME RESEARCH
1817,1877-1173,4.074,Progress in Molecular Biology and Translational Science
1818,1660-3397,4.073,Marine Drugs
1819,1757-9139,4.073,Perspectives in Public Health
1820,0920-3206,4.069,CARDIOVASCULAR DRUGS AND THERAPY
1821,1750-0680,4.067,Carbon Balance and Management
1822,0022-3042,4.066,JOURNAL OF NEUROCHEMISTRY
1823,0000-0000,4.065,Global Strategy Journal
1824,0000-0000,4.063,Circulation-Genomic and Precision Medicine
1825,0033-3352,4.063,PUBLIC ADMINISTRATION REVIEW
1826,0032-0781,4.062,PLANT AND CELL PHYSIOLOGY
1827,1068-9265,4.061,ANNALS OF SURGICAL ONCOLOGY
1828,0959-6658,4.060,GLYCOBIOLOGY
1829,0079-6611,4.060,PROGRESS IN OCEANOGRAPHY
1830,0000-0000,4.058,Academy of Management Learning & Education
1831,1662-5099,4.057,Frontiers in Molecular Neuroscience
1832,0000-0000,4.056,ARTHRITIS CARE & RESEARCH
1833,0000-0000,4.056,Chemistry-An Asian Journal
1834,0000-0000,4.053,Frontiers of Environmental Science & Engineering
1835,0021-9673,4.049,JOURNAL OF CHROMATOGRAPHY A
1836,0025-326X,4.049,MARINE POLLUTION BULLETIN
1837,1109-9666,4.047,Hellenic Journal of Cardiology
1838,0263-4929,4.046,JOURNAL OF METAMORPHIC GEOLOGY
1839,1099-5129,4.045,EUROPACE
1840,0302-766X,4.044,CELL AND TISSUE RESEARCH
1841,1932-4545,4.042,IEEE Transactions on Biomedical Circuits and Systems
1842,0017-8748,4.041,HEADACHE
1843,0022-0795,4.041,JOURNAL OF ENDOCRINOLOGY
1844,0024-6301,4.041,LONG RANGE PLANNING
1845,0000-0000,4.041,Quantum Science and Technology
1846,1755-876X,4.040,Journal of Operational Oceanography
1847,1352-2310,4.039,ATMOSPHERIC ENVIRONMENT
1848,0306-3127,4.038,SOCIAL STUDIES OF SCIENCE
1849,0306-3127,4.038,SOCIAL STUDIES OF SCIENCE
