Number,Total Cites,name,score
8498,"1,180",Romanian Reports in Physics,1.785
8501,"1,628","INTERNATIONAL JOURNAL FOR VITAMIN AND
NUTRITION RESEARCH",1.784
8501,"1,089",Journal of Economic Inequality,1.784
8501,"2,189","Physical Medicine and Rehabilitation Clinics of North
America",1.784
8504,"2,337",ARCTIC,1.783
8504,"6,009",BULLETIN OF MATERIALS SCIENCE,1.783
8504,466,Literacy,1.783
8504,644,Set-Valued and Variational Analysis,1.783
8508,753,Quantitative Economics,1.782
8509,837,Applied Bionics and Biomechanics,1.781
8509,400,European Constitutional Law Review,1.781
8511,"3,296",International Journal of Ophthalmology,1.779
8511,"1,970",Journal of Oral Implantology,1.779
8511,"1,463",MODERN LAW REVIEW,1.779
8511,923,STUDIES IN PHILOSOPHY AND EDUCATION,1.779
8515,570,Carpathian Journal of Mathematics,1.778
8515,224,Geoscience Data Journal,1.778
8515,702,Hamostaseologie,1.778
8515,662,Small-Scale Forestry,1.778
8515,907,Therapeutic Innovation & Regulatory Science,1.778
8520,"1,907",Advances in High Energy Physics,1.777
8520,"5,880",BEHAVIOURAL PROCESSES,1.777
8520,"5,880",BEHAVIOURAL PROCESSES,1.777
8520,"1,528",COMBUSTION THEORY AND MODELLING,1.777
8520,"1,054",SEMINARS IN MUSCULOSKELETAL RADIOLOGY,1.777
8525,"9,907",ANNALS OF NUCLEAR ENERGY,1.776
8525,829,Foreign Policy Analysis,1.776
8527,"1,075",Explore-The Journal of Science and Healing,1.775
8527,573,GEMS & GEMOLOGY,1.775
8527,"3,541",JOURNAL OF ELECTROSTATICS,1.775
8530,719,ACTA BIOTHEORETICA,1.774
8530,351,Avian Research,1.774
8530,267,"International Journal of Spray and Combustion
Dynamics",1.774
8530,570,"JOURNAL OF BUSINESS AND TECHNICAL
COMMUNICATION",1.774
8530,"2,280",Journal of Plant Ecology,1.774
8530,575,Journal of Transportation Engineering Part A-Systems,1.774
8530,"4,366",PSYCHOLOGY IN THE SCHOOLS,1.774
8537,"1,763",FINITE FIELDS AND THEIR APPLICATIONS,1.773
8538,"4,051",LABOUR ECONOMICS,1.772
8539,"2,110",Early Childhood Education Journal,1.771
8539,"3,263",GENETICS AND MOLECULAR BIOLOGY,1.771
8539,"2,004",SOCIOLOGICAL PERSPECTIVES,1.771
8542,"2,943",CELLULAR AND MOLECULAR BIOLOGY,1.770
8542,"3,819",CLEAN-Soil Air Water,1.770
8542,"6,784",CORROSION,1.770
8542,720,Journal of Innovative Optical Health Sciences,1.770
8542,"1,611",Journal of Radiation Research and Applied Sciences,1.770
8547,438,Journal on Multimodal User Interfaces,1.769
8547,"2,335",Optimization Letters,1.769
8549,"1,186",BOSTON UNIVERSITY LAW REVIEW,1.768
8549,"1,942",Journal of Advanced Concrete Technology,1.768
8549,"2,106",Journal of Infrared Millimeter and Terahertz Waves,1.768
8549,"1,040","OTJR-OCCUPATION PARTICIPATION AND
HEALTH",1.768
8553,"1,348",Journal of Aquatic Food Product Technology,1.767
8553,"1,451",Journal of Economics,1.767
8555,"5,401","COMMUNICATIONS IN PARTIAL DIFFERENTIAL
EQUATIONS",1.766
8556,"14,801",International Journal of Electrochemical Science,1.765
8556,"1,533",LANGUAGE & COMMUNICATION,1.765
8558,760,CHINESE JOURNAL OF PHYSIOLOGY,1.764
8558,"2,682",TRANSFUSION AND APHERESIS SCIENCE,1.764
8560,697,Avian Conservation and Ecology,1.763
8560,"3,452","COMPUTER METHODS IN BIOMECHANICS AND
BIOMEDICAL ENGINEERING",1.763
8560,"1,575",INTERVIROLOGY,1.763
8560,"1,948",Journal of Deaf Studies and Deaf Education,1.763
8564,661,"Journal of Hospitality Leisure Sport & Tourism
Education",1.762
8564,705,Nursing Open,1.762
8564,705,Nursing Open,1.762
8564,"6,180",PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,1.762
8564,"1,882",THERAPEUTIC APHERESIS AND DIALYSIS,1.762
8569,608,Asian Studies Review,1.761
8569,"4,061",COMMUNITY MENTAL HEALTH JOURNAL,1.761
8569,"2,109","IEEE TRANSACTIONS ON DEVICE AND
MATERIALS RELIABILITY",1.761
8569,"3,692","INTERNATIONAL JOURNAL OF INDUSTRIAL
ORGANIZATION",1.761
8569,284,Journal of Transportation Engineering Part B-Pavements,1.761
8569,"1,746",NATURAL LANGUAGE & LINGUISTIC THEORY,1.761
8569,997,SEMINARS IN SPEECH AND LANGUAGE,1.761
8576,"4,446",AQUATIC MICROBIAL ECOLOGY,1.759
8576,701,Discourse & Communication,1.759
8576,"2,864",Indian Journal of Psychiatry,1.759
8576,"2,864",Indian Journal of Psychiatry,1.759
8576,"3,295",JOURNAL OF THE INSTITUTE OF BREWING,1.759
8576,"6,156","MOLECULAR AND BIOCHEMICAL
PARASITOLOGY",1.759
8576,806,PHONETICA,1.759
8576,806,PHONETICA,1.759
8576,"2,325",Rural and Remote Health,1.759
8576,"2,325",Rural and Remote Health,1.759
8576,"2,204",SHOCK WAVES,1.759
8587,"5,523",BULLETIN OF MATHEMATICAL BIOLOGY,1.758
8587,"7,300",JOURNAL OF MICROSCOPY,1.758
8589,"4,615",SOCIAL PSYCHOLOGY QUARTERLY,1.757
8589,603,Translational Neuroscience,1.757
8589,311,Vertebrate Zoology,1.757
8592,702,European Political Science,1.756
8592,"3,226",FAMILY MEDICINE,1.756
8592,"1,210",HEALTH RISK & SOCIETY,1.756
8592,"1,321","JOURNAL OF BIOACTIVE AND COMPATIBLE
POLYMERS",1.756
8592,"3,455",PERITONEAL DIALYSIS INTERNATIONAL,1.756
8597,"4,708","ANAIS DA ACADEMIA BRASILEIRA DE
CIENCIAS",1.753
8597,480,European Journal for Philosophy of Science,1.753
8599,"4,781",JOURNAL OF COORDINATION CHEMISTRY,1.751
8600,"1,199",ACM TRANSACTIONS ON COMPUTER SYSTEMS,1.750
8600,"4,864",BULLETIN OF ENTOMOLOGICAL RESEARCH,1.750
8600,"2,435",INTERNATIONAL JOURNAL OF MANPOWER,1.750
8600,371,Interpreter and Translator Trainer,1.750
8600,346,Peacebuilding,1.750
8600,"1,479","SYSTEMS RESEARCH AND BEHAVIORAL
SCIENCE",1.750
8600,"1,127",Thoracic Surgery Clinics,1.750
8607,"3,144",ANIMAL SCIENCE JOURNAL,1.749
8607,"2,292",CLINICAL AND EXPERIMENTAL HYPERTENSION,1.749
8609,"13,318",JOURNAL OF FUNCTIONAL ANALYSIS,1.748
8610,"4,623",BIOLOGIA PLANTARUM,1.747
8610,273,European Zoological Journal,1.747
8612,"2,270",JOURNAL OF MACROECONOMICS,1.746
8612,"4,117","OPHTHALMIC PLASTIC AND RECONSTRUCTIVE
SURGERY",1.746
8614,"1,325",EUROPEAN SURGICAL RESEARCH,1.745
8614,"3,598",JOURNAL OF ORNITHOLOGY,1.745
8614,"3,195",LINGUISTIC INQUIRY,1.745
8614,998,SURVEY REVIEW,1.745
8618,"8,538",ACI STRUCTURAL JOURNAL,1.744
8618,291,Botany Letters,1.744
8618,"2,644",JOURNAL OF WATER AND HEALTH,1.744
8618,907,Journal of Comparative Effectiveness Research,1.744
8618,685,Journal of Veterinary Research,1.744
8623,"5,527",GEOPHYSICAL PROSPECTING,1.742
8623,985,JOURNAL OF MUSIC THERAPY,1.742
8623,561,"JOURNAL OF THE INDIAN INSTITUTE OF
SCIENCE",1.742
8623,"1,042","Journal of Empirical Research on Human Research
Ethics",1.742
8623,"1,042","Journal of Empirical Research on Human Research
Ethics",1.742
8623,"3,545",NEUROLOGIA MEDICO-CHIRURGICA,1.742
8629,944,ANATOMICAL SCIENCE INTERNATIONAL,1.741
8629,"3,290","ECONOMIC DEVELOPMENT AND CULTURAL
CHANGE",1.741
8629,"7,036",JOURNAL OF THE ACM,1.741
8629,"1,879",Journal of Wound Ostomy and Continence Nursing,1.741
8629,"1,879",Journal of Wound Ostomy and Continence Nursing,1.741
8629,"1,345",POLIMERY,1.741
8629,"1,082",Scandinavian Actuarial Journal,1.741
8629,"1,082",Scandinavian Actuarial Journal,1.741
8637,"2,557","ANNALI DELLA SCUOLA NORMALE SUPERIORE
DI PISA-CLASSE DI SCIENZE",1.740
8637,"2,712","INTERNATIONAL JOURNAL OF EDUCATIONAL
DEVELOPMENT",1.740
8637,"2,278",NONLINEAR PROCESSES IN GEOPHYSICS,1.740
8637,"1,900",PHLEBOLOGY,1.740
8641,"14,740",ISIJ INTERNATIONAL,1.739
8641,"2,345",WOMEN & HEALTH,1.739
8641,213,Zeitschrift fur Wirtschaftsgeographie,1.739
8644,"1,411","ASSAY AND DRUG DEVELOPMENT
TECHNOLOGIES",1.738
8644,"5,926","IEEE Transactions on Components Packaging and
Manufacturing Technology",1.738
8646,79,Environmental Pollutants and Bioavailability,1.737
8646,"3,331",JOURNAL OF NURSING ADMINISTRATION,1.737
8646,"3,331",JOURNAL OF NURSING ADMINISTRATION,1.737
8649,"1,771","International Journal of Computational Intelligence
Systems",1.736
8649,"2,943",LINEAR & MULTILINEAR ALGEBRA,1.736
8651,"1,896",ACTA CHIMICA SLOVENICA,1.735
8651,"7,321","JOURNAL OF ATMOSPHERIC AND SOLAR-
TERRESTRIAL PHYSICS",1.735
8651,"1,625",Journal of Medical Imaging and Radiation Oncology,1.735
8651,"1,175",Records of Natural Products,1.735
8655,"7,529",ACTA PSYCHOLOGICA,1.734
8655,"9,165",Journal of Mechanical Science and Technology,1.734
8657,"1,898",Current Sports Medicine Reports,1.733
8657,"3,325","EUROPEAN BIOPHYSICS JOURNAL WITH
BIOPHYSICS LETTERS",1.733
8657,788,JOURNAL OF HYMENOPTERA RESEARCH,1.733
8657,"1,066","SOUTH AFRICAN JOURNAL OF ENOLOGY AND
VITICULTURE",1.733
8661,"3,298",ECONOMIC BOTANY,1.731
8661,"1,759","ENFERMEDADES INFECCIOSAS Y
MICROBIOLOGIA CLINICA",1.731
8661,"6,071",INTERNATIONAL ECONOMIC REVIEW,1.731
8661,"1,095",JOURNAL OF ARTIFICIAL ORGANS,1.731
8665,975,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,1.730
8665,975,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,1.730
8665,"5,136","JOURNAL OF OBSTETRICS AND GYNAECOLOGY
RESEARCH",1.730
8668,"2,533",JOURNAL OF PLANT PATHOLOGY,1.729
8668,"2,692",Journal of Korean Neurosurgical Society,1.729
8668,489,Transactions of the Indian Ceramic Society,1.729
8671,"7,098",CHEMICAL ENGINEERING & TECHNOLOGY,1.728
8672,772,Advances in Applied Mathematics and Mechanics,1.727
8672,"2,420",Advances in Clinical and Experimental Medicine,1.727
8672,513,Brain Impairment,1.727
8672,"1,732","JOURNAL OF AGRICULTURAL &
ENVIRONMENTAL ETHICS",1.727
8672,"1,732","JOURNAL OF AGRICULTURAL &
ENVIRONMENTAL ETHICS",1.727
8672,"2,899",SOCIOLOGICAL QUARTERLY,1.727
8678,"6,703",Advances in Materials Science and Engineering,1.726
8678,"3,535",JOURNAL OF NURSING EDUCATION,1.726
8678,"3,535",JOURNAL OF NURSING EDUCATION,1.726
8681,"1,194",CHEMOECOLOGY,1.725
8681,"3,266",MEDICINA CLINICA,1.725
8681,"2,331",Sport in Society,1.725
8681,668,Transformations in Business & Economics,1.725
8685,"4,061","ECHOCARDIOGRAPHY-A JOURNAL OF
CARDIOVASCULAR ULTRASOUND AND ALLIED
TECHNIQUES",1.724
8685,136,Medizinische Genetik,1.724
8687,"3,315",JOURNAL OF RISK AND UNCERTAINTY,1.723
8688,"1,377",City & Community,1.722
8688,679,"Human Factors and Ergonomics in Manufacturing &
Service Industries",1.722
8688,679,"Human Factors and Ergonomics in Manufacturing &
Service Industries",1.722
8688,981,"INTERNATIONAL JOURNAL OF COMPARATIVE
SOCIOLOGY",1.722
8688,481,Mammal Research,1.722
8693,886,ENDOCRINE RESEARCH,1.720
8693,535,JAVNOST-THE PUBLIC,1.720
8695,892,Journal of Epidemiology and Global Health,1.719
8695,892,Journal of Epidemiology and Global Health,1.719
8695,"3,343","SURGICAL LAPAROSCOPY ENDOSCOPY &
PERCUTANEOUS TECHNIQUES",1.719
8698,"1,229",ACTA CARDIOLOGICA,1.718
8698,"1,563",BIOTECHNIC & HISTOCHEMISTRY,1.718
8698,"2,188",Econometric Reviews,1.718
8698,"2,188",Econometric Reviews,1.718
8698,"2,444",Food Science and Technology,1.718
8698,"2,233",JOURNAL OF LAW MEDICINE & ETHICS,1.718
8698,"2,233",JOURNAL OF LAW MEDICINE & ETHICS,1.718
8698,"1,265",SOUTH ATLANTIC QUARTERLY,1.718
8706,"1,341","NORTH AMERICAN JOURNAL OF
AQUACULTURE",1.717
8706,"1,734",Qualitative Social Work,1.717
8708,"2,558",ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE,1.716
8708,725,Inorganic and Nano-Metal Chemistry,1.716
8708,"3,377",JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,1.716
8708,"3,377",JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,1.716
8708,"5,329",Journal of Central South University,1.716
8708,"4,799","PROFESSIONAL PSYCHOLOGY-RESEARCH AND
PRACTICE",1.716
8714,"1,551",European Journal of Education,1.714
8714,426,Genetic Programming and Evolvable Machines,1.714
8714,"1,781",JOURNAL OF CHEMOTHERAPY,1.714
8714,"1,561",PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING,1.714
8714,273,PSYCHOLOGISCHE RUNDSCHAU,1.714
8719,"3,886",Empirical Economics,1.713
8719,"1,430",International Journal of Food Engineering,1.713
8719,"6,975","JOURNAL FUR DIE REINE UND ANGEWANDTE
MATHEMATIK",1.713
8719,864,"PROCEEDINGS OF THE INSTITUTION OF
MECHANICAL ENGINEERS PART K-JOURNAL OF
MULTI-BODY DYNAMICS",1.713
8719,"4,060","SCANDINAVIAN JOURNAL OF CLINICAL &
LABORATORY INVESTIGATION",1.713
8724,387,International Journal of Network Management,1.712
8725,792,Agricultural Economics-Zemedelska Ekonomika,1.711
8725,792,Agricultural Economics-Zemedelska Ekonomika,1.711
8725,"1,210",BULLETIN OF INSECTOLOGY,1.711
8725,"3,171","JOURNAL OF BIOLOGICAL REGULATORS AND
HOMEOSTATIC AGENTS",1.711
8725,730,"JOURNAL OF EDUCATIONAL AND
PSYCHOLOGICAL CONSULTATION",1.711
8725,"2,941","JOURNAL OF THERMOPHYSICS AND HEAT
TRANSFER",1.711
8731,"1,311",DRUGS-EDUCATION PREVENTION AND POLICY,1.710
8731,"3,870",EUROPEAN NEUROLOGY,1.710
8731,"1,288",European Geriatric Medicine,1.710
8731,"1,521","JOURNAL OF DEVELOPMENTAL AND PHYSICAL
DISABILITIES",1.710
8731,"1,446",JOURNAL OF NEUROLINGUISTICS,1.710
8731,"1,446",JOURNAL OF NEUROLINGUISTICS,1.710
8731,"1,306",Marine Genomics,1.710
8731,"1,489",Nuclear Science and Techniques,1.710
8731,"11,634","PHYSICA STATUS SOLIDI B-BASIC SOLID STATE
PHYSICS",1.710
8740,309,Brodogradnja,1.708
8740,"1,214",Critical Care Nurse,1.708
8740,"1,214",Critical Care Nurse,1.708
8740,"6,606","INTERNATIONAL JOURNAL OF THEORETICAL
PHYSICS",1.708
8740,354,International Journal of Business Communication,1.708
8740,"2,969",MINERALOGY AND PETROLOGY,1.708
8740,"2,310","Oil & Gas Science and Technology-Revue d IFP
Energies nouvelles",1.708
8740,"1,367",TRANSPLANT IMMUNOLOGY,1.708
8748,"7,703",JOURNAL OF PLANT NUTRITION,1.707
8749,"1,095",African Studies Review,1.706
8750,"1,602",JOURNAL OF HOUSING ECONOMICS,1.705
8750,"2,375",Taiwanese Journal of Obstetrics & Gynecology,1.705
8752,"4,371","ACM TRANSACTIONS ON MATHEMATICAL
SOFTWARE",1.704
8752,"13,177","IEEE TRANSACTIONS ON APPLIED
SUPERCONDUCTIVITY",1.704
8752,684,MEASUREMENT & CONTROL,1.704
8752,"1,081",Oxford Journal of Legal Studies,1.704
8752,"2,750",WIENER KLINISCHE WOCHENSCHRIFT,1.704
8757,"1,211",Educational Measurement-Issues and Practice,1.702
8757,"8,116",THEORETICAL CHEMISTRY ACCOUNTS,1.702
8759,"1,126",Journal of Veterinary Cardiology,1.701
8759,696,SYSTEMIC PRACTICE AND ACTION RESEARCH,1.701
8761,"26,227",IEEE TRANSACTIONS ON MAGNETICS,1.700
8761,869,JOURNAL OF INFORMATION SYSTEMS,1.700
8761,564,"Journal of Investigative Psychology and Offender
Profiling",1.700
8761,766,"Journal of Rational-Emotive and Cognitive-Behavior
Therapy",1.700
8765,"2,214",ADVANCED ROBOTICS,1.699
8765,"2,346",Journal of Essential Oil Bearing Plants,1.699
8765,"6,101","POLISH JOURNAL OF ENVIRONMENTAL
STUDIES",1.699
8768,"2,445","ARCHIVES OF INSECT BIOCHEMISTRY AND
PHYSIOLOGY",1.698
8768,286,Acta Geographica Slovenica-Geografski Zbornik,1.698
8768,"1,085",FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,1.698
8771,"1,809",AMERICAN JOURNAL OF POTATO RESEARCH,1.697
8771,"2,236",ENT-EAR NOSE & THROAT JOURNAL,1.697
8773,726,ARID LAND RESEARCH AND MANAGEMENT,1.696
8773,"1,239",ECONOMIC DEVELOPMENT QUARTERLY,1.696
8773,"3,653",Iranian Journal of Pharmaceutical Research,1.696
8773,784,Journal of Disability Policy Studies,1.696
8773,"2,508",SCANDINAVIAN JOURNAL OF ECONOMICS,1.696
8778,"2,853",ACTA VETERINARIA SCANDINAVICA,1.695
8779,"1,790","ACTA AGRICULTURAE SCANDINAVICA
SECTION B-SOIL AND PLANT SCIENCE",1.694
8779,"2,260",INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,1.694
8779,"1,153",JOURNAL OF FIRE SCIENCES,1.694
8779,504,Journal of Chinese Political Science,1.694
8783,"1,533",International Journal of Bilingualism,1.693
8783,"2,646",Marine Ecology-An Evolutionary Perspective,1.693
8785,"1,219",ECOLOGY OF FOOD AND NUTRITION,1.692
8786,737,"Journal of Gynecology Obstetrics and Human
Reproduction",1.691
8787,"1,538",JOURNAL OF GERONTOLOGICAL SOCIAL WORK,1.690
8787,"3,469",NUCLEAR MEDICINE COMMUNICATIONS,1.690
8787,961,Natural Computing,1.690
8787,"1,377",PHILOSOPHICAL PSYCHOLOGY,1.690
8787,219,Subterranean Biology,1.690
8792,"2,222",ANTHROZOOS,1.689
8792,"2,222",ANTHROZOOS,1.689
8792,"1,215","CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES
DE L ADMINISTRATION",1.689
8795,"13,049",ADVANCES IN MATHEMATICS,1.688
8795,"5,611","JOURNAL OF TURBOMACHINERY-
TRANSACTIONS OF THE ASME",1.688
8795,"1,026",JOURNAL OF VECTOR BORNE DISEASES,1.688
8795,"2,161",SUPRAMOLECULAR CHEMISTRY,1.688
8799,"1,683",Journal of Applied Mathematics and Computing,1.686
8800,402,Linguistic Typology,1.684
8801,554,Journal of Ceramic Science and Technology,1.683
8801,"17,600",NUCLEAR PHYSICS A,1.683
8801,"4,081",REVISTA BRASILEIRA DE CIENCIA DO SOLO,1.683
8804,782,"ICHTHYOLOGICAL EXPLORATION OF
FRESHWATERS",1.682
8804,"1,422",JOURNAL OF HEURISTICS,1.682
8804,"1,134",Journal of Nursing Research,1.682
8804,"1,134",Journal of Nursing Research,1.682
8804,397,Theoretical and Experimental Plant Physiology,1.682
8809,"11,144","COMPUTATIONAL STATISTICS & DATA
ANALYSIS",1.681
8809,"3,962","INTERNATIONAL JOURNAL OF
PROSTHODONTICS",1.681
8811,308,CONSTRAINTS,1.679
8811,246,European Journal of Futures Research,1.679
8811,"13,802",IEEE TRANSACTIONS ON NUCLEAR SCIENCE,1.679
8811,"3,076",IRONMAKING & STEELMAKING,1.679
8811,"3,636",Phytochemistry Letters,1.679
8816,"2,395",POETICS,1.678
8817,"1,397",Chilean Journal of Agricultural Research,1.677
8817,712,"JOURNAL OF ORGANIZATIONAL BEHAVIOR
MANAGEMENT",1.677
8817,"3,864",JOURNAL OF SOLUTION CHEMISTRY,1.677
8817,"1,109",Journal of Obsessive-Compulsive and Related Disorders,1.677
8817,"1,109",Journal of Obsessive-Compulsive and Related Disorders,1.677
8817,952,Knowledge and Management of Aquatic Ecosystems,1.677
8817,"3,148",QUINTESSENCE INTERNATIONAL,1.677
8824,397,China Information,1.676
8824,689,Chinese Management Studies,1.676
8824,"3,225",HERPETOLOGICA,1.676
8824,924,Turkish Studies,1.676
8828,"1,379",FEMINIST REVIEW,1.675
8828,"10,999","INTERNATIONAL JOURNAL OF PEDIATRIC
OTORHINOLARYNGOLOGY",1.675
8828,"1,139","ISOTOPES IN ENVIRONMENTAL AND HEALTH
STUDIES",1.675
8828,189,"International Journal of Health  Economics and
Management",1.675
8828,942,Journal of Agromedicine,1.675
8828,"1,191",PHYCOLOGICAL RESEARCH,1.675
8834,"3,532","ACTA OECOLOGICA-INTERNATIONAL JOURNAL
OF ECOLOGY",1.674
8834,579,JOURNAL OF MICROPALAEONTOLOGY,1.674
8834,859,Journal of the Korean Ceramic Society,1.674
8834,"3,132","PROCEEDINGS OF THE INSTITUTION OF
MECHANICAL ENGINEERS PART J-JOURNAL OF
ENGINEERING TRIBOLOGY",1.674
8838,917,International Journal of Astrobiology,1.673
8838,"1,995",JOURNAL OF CLASSIFICATION,1.673
8838,"1,995",JOURNAL OF CLASSIFICATION,1.673
8841,"2,824",CHEMIE INGENIEUR TECHNIK,1.672
8841,"2,481","HUMAN PSYCHOPHARMACOLOGY-CLINICAL
AND EXPERIMENTAL",1.672
8841,937,INTERNATIONAL JOURNAL OF AUDITING,1.672
8841,"1,971",Journal of Veterinary Science,1.672
8845,814,"AI EDAM-ARTIFICIAL INTELLIGENCE FOR
ENGINEERING DESIGN ANALYSIS AND
MANUFACTURING",1.671
8845,922,GEORGE WASHINGTON LAW REVIEW,1.671
8845,668,Iranian Journal of Biotechnology,1.671
8845,"6,247","JOURNAL OF INTERNATIONAL MEDICAL
RESEARCH",1.671
8845,"1,698",JOURNAL OF VECTOR ECOLOGY,1.671
8845,"8,344",WIRELESS PERSONAL COMMUNICATIONS,1.671
8851,"2,029",ANNALS OF HUMAN GENETICS,1.670
8851,"2,251",Citizenship Studies,1.670
8851,"1,027",JOURNAL OF EVOLUTION EQUATIONS,1.670
8851,717,Journal of Renewable Materials,1.670
8855,"2,957",ANAESTHESIA AND INTENSIVE CARE,1.669
8855,"1,208",SURVIVAL,1.669
8857,"4,087",MODERN PHYSICS LETTERS B,1.668
8858,"1,543",ALLERGOLOGIA ET IMMUNOPATHOLOGIA,1.667
8858,488,Austral Entomology,1.667
8858,"1,089",CHELONIAN CONSERVATION AND BIOLOGY,1.667
8858,101,Data Technologies and Applications,1.667
8858,101,Data Technologies and Applications,1.667
8858,"2,917",ELEMENTARY SCHOOL JOURNAL,1.667
8858,"2,101","INTERNATIONAL JOURNAL OF TECHNOLOGY
MANAGEMENT",1.667
8858,"2,101","INTERNATIONAL JOURNAL OF TECHNOLOGY
MANAGEMENT",1.667
8858,830,JOURNAL OF CARBOHYDRATE CHEMISTRY,1.667
8858,279,Laboratory Phonology,1.667
8858,787,Language Assessment Quarterly,1.667
8858,"1,275",MARINE GEODESY,1.667
8858,748,Mathematical Thinking and Learning,1.667
8858,332,Quantitative InfraRed Thermography Journal,1.667
8858,395,eMagRes,1.667
8873,"3,327",BIOCONTROL SCIENCE AND TECHNOLOGY,1.665
8873,"1,496","COMMUNICATIONS IN CONTEMPORARY
MATHEMATICS",1.665
8875,"2,712","CELESTIAL MECHANICS & DYNAMICAL
ASTRONOMY",1.664
8875,"5,020",FOREST SCIENCE,1.664
8875,"2,878",Journal of the American Academy of Audiology,1.664
8878,"1,459",ANNALI DELL ISTITUTO SUPERIORE DI SANITA,1.663
8878,"2,459",Archives of Environmental & Occupational Health,1.663
8878,"2,389",BIT NUMERICAL MATHEMATICS,1.663
8878,"2,012","INTERNATIONAL JOURNAL OF HEALTH
SERVICES",1.663
8878,"2,012","INTERNATIONAL JOURNAL OF HEALTH
SERVICES",1.663
8878,"1,232",JOURNAL OF POROUS MEDIA,1.663
8878,"1,152","STUDIES IN HISTORY AND PHILOSOPHY OF
MODERN PHYSICS",1.663
8885,"4,135","ASIA PACIFIC JOURNAL OF CLINICAL
NUTRITION",1.662
8885,"1,741",Australian Journal of Rural Health,1.662
8885,"1,741",Australian Journal of Rural Health,1.662
8885,"1,756","Bulletin of the Polish Academy of Sciences-Technical
Sciences",1.662
8889,301,European Business Organization Law Review,1.661
8890,394,East Asian Journal on Applied Mathematics,1.660
8891,738,Aerospace,1.659
8891,712,Australian Endodontic Journal,1.659
8891,646,"CANADIAN JOURNAL OF CRIMINOLOGY AND
CRIMINAL JUSTICE",1.659
8891,"2,131","INTERNATIONAL CLINICAL
PSYCHOPHARMACOLOGY",1.659
8895,"1,673",Journal of Primary Prevention,1.658
8896,398,Economics of Energy & Environmental Policy,1.657
8896,503,Libyan Journal of Medicine,1.657
8896,"1,157",Psychiatria Polska,1.657
8896,774,Ultrasound Quarterly,1.657
8900,855,Journal of Contemporary Brachytherapy,1.656
8901,"5,507",PEDIATRIC CARDIOLOGY,1.655
